  ID                   comp_ID   pair_ID   obs_time              PA        PA_err    sep        sep_err   deltamag   deltamag_err   band    instru   
  HD46150              3         A-D       n/a                   -999.00   -999.00   12600.00   -999.00   6.40       -999.00        V       MAS98    
  HD46150              3         A-D       20.080.578            289.42    0.08      12519.00   19.00     5.36       0.02           z       MAI10    
  HD46150              4         A-E       n/a                   -999.00   -999.00   14700.00   -999.00   2.70       -999.00        V       MAS98    
  HD46150              5         A-L       20.080.578            46.79     0.09      10404.00   18.00     6.29       0.11           z       MAI10    
  HD46150              6         A-Q       20.111.843            247.63    2.38      2103.53    79.47     7.18       0.20           H       IMG      
  HD46150              6         A-Q       20.111.843            247.63    2.38      2103.53    79.47     6.89       0.29           Ks      IMG      
  HD46223              1         A-B       20.018.661            314.00    -999.00   460.00     -999.00   4.37       0.17           I       TUR08    
  HD46202              1         D-E       20.080.495            262.90    0.18      3707.00    16.00     3.11       0.02           z       MAI10    
  HD46202              2         Da-Db     20.111.874            71.01     3.75      85.53      7.16      1.96       0.13           H       SAM      
  HD46202              2         Da-Db     20.111.874            71.01     3.75      85.53      7.16      1.88       0.11           Ks      SAM      
  HD46202              1         D-E       20.111.874            261.70    1.22      3672.10    44.30     2.29       0.18           H       IMG      
  HD46202              1         D-E       20.111.874            261.70    1.22      3672.10    44.30     1.91       0.12           Ks      IMG      
  HD46485              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD46573              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD46966              1         A-B       20.028.023            210.00    -999.00   3190.00    -999.00   9.97       0.63           I       TUR08    
  HD46966              2         Aa-Ab     20.111.873            259.06    8.05      50.48      7.49      1.13       0.10           H       SAM      
  HD46966              2         Aa-Ab     20.111.873            259.06    8.05      50.48      7.49      1.10       0.10           Ks      SAM      
  HD47129              1         A-B       20.022.404            240.00    -999.00   1150.00    -999.00   5.10       0.43           I       TUR08    
  HD47129              1         A-B       20.050.144            251.00    -999.00   1160.00    -999.00   4.94       0.22           I       TUR08    
  HD47129              1         A-B       20.080.578            252.48    1.11      1156.00    29.00     6.28       0.26           z       MAI10    
  HD47129              1         A-B       20.111.873            250.62    2.19      1186.18    40.39     5.00       0.15           H       IMG      
  HD47129              1         A-B       20.111.873            250.62    2.19      1186.18    40.39     4.98       0.13           Ks      IMG      
  HD47129              2         A-C       20.050.144            203.00    -999.00   780.00     -999.00   5.14       0.22           I       TUR08    
  HD47129              3         Aa-Ab     20.111.873            11.88     11.16     36.44      18.64     3.98       0.66           H       SAM      
  HD47129              3         Aa-Ab     20.111.873            11.88     11.16     36.44      18.64     3.90       0.74           Ks      SAM      
  HD47432              1         A-B       20.050.134            206.00    -999.00   780.00     -999.00   4.95       1.31           I       TUR08    
  HD47839              1         Aa-Ab     ???                   -999.00   -999.00   40.00      -999.00   -999.00    -999.00        n/a     MAS09    
  HD47839              1         Aa-Ab     20.010.197            231.10    -999.00   61.00      -999.00   1.20       -999.00        ???     MAS09    
  HD47839              1         Aa-Ab     20.058.206            247.90    0.57      89.00      1.00      1.62       0.01           ???     HST/ICS  
  HD47839              1         Aa-Ab     20.058.635            242.20    -999.00   104.00     -999.00   1.20       -999.00        ???     MAS09    
  HD47839              1         Aa-Ab     20.061.910            251.90    -999.00   89.00      -999.00   1.20       -999.00        ???     MAS09    
  HD47839              1         Aa-Ab     20.080.464            260.94    1.47      128.00     16.00     1.43       0.13           z       MAI10    
  HD47839              1         Aa-Ab     20.087.705            254.60    0.10      100.40     1.00      1.60       -999.00        Ha      TOK10    
  HD47839              1         Aa-Ab     20.092.622            255.60    0.10      103.40     2.50      1.60       -999.00        Ha      TOK10    
  HD47839              1         Aa-Ab     20.092.622            254.90    0.10      103.20     0.10      1.80       -999.00        y       TOK10    
  HD47839              1         Aa-Ab     20.111.844            257.92    2.89      108.54     3.52      1.46       0.13           H       SAM      
  HD47839              1         Aa-Ab     20.111.844            257.92    2.89      108.54     3.52      1.34       0.10           Ks      SAM      
  HD47839              1         Aa-Ab     20.142.562            220.74    1.43      224.18     3.90      1.74       0.11           H       PIO      
  HD47839              2         Aa-B      n/a                   -999.00   -999.00   2910.00    -999.00   -999.00    -999.00        n/a     MAS98    
  HD47839              2         Aa-B      20.017.457            202.00    -999.00   2880.00    -999.00   3.31       2.11           I       TUR08    
  HD47839              2         Aa-B      20.058.206            213.29    0.01      2969.00    1.00      3.08       0.01           ???     HST/ICS  
  HD47839              2         Aa-B      20.080.464            213.50    0.21      2976.00    17.00     3.23       0.16           z       MAI10    
  HD47839              2         Aa-B      20.111.844            212.43    1.71      2987.69    72.32     3.08       0.12           H       IMG      
  HD47839              2         Aa-B      20.111.844            212.43    1.71      2987.69    72.32     3.03       0.11           Ks      IMG      
  HD48099              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD48279              1         A-B       n/a                   -999.00   -999.00   6660.00    -999.00   2.70       -999.00        V       MAS98    
  HD48279              1         A-B       20.040.478            199.00    -999.00   6630.00    -999.00   2.59       0.39           I       TUR08    
  HD48279              1         A-B       20.088.055            193.85    0.11      6860.00    16.00     2.36       0.06           z       MAI10    
  HD51480              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD52533              4         Aa-Ab     20.111.874            267.78    3.13      643.73     33.38     3.50       0.42           H       IMG      
  HD52533              4         Aa-Ab     20.111.874            267.78    3.13      643.73     33.38     3.20       0.48           Ks      IMG      
  HD52533              1         A-B       n/a                   -999.00   -999.00   2500.00    -999.00   7.20       -999.00        V       MAS98    
  HD52533              1         A-B       20.088.082            186.90    0.28      2676.00    19.00     4.89       0.07           z       MAI10    
  HD52533              1         A-B       20.111.874            186.61    1.39      2635.01    44.29     5.02       0.13           H       IMG      
  HD52533              1         A-B       20.111.874            186.61    1.39      2635.01    44.29     5.16       0.26           Ks      IMG      
  HD52533              2         A-E       20.088.082            305.64    0.08      11504.00   17.00     5.92       0.03           z       MAI10    
  HD52533              3         A-F       20.088.082            194.74    0.08      11281.00   17.00     5.78       0.03           z       MAI10    
  HD52533              5         A-G       20.111.874            245.66    1.28      2864.61    39.92     6.37       0.17           H       IMG      
  HD52533              5         A-G       20.111.874            245.66    1.28      2864.61    39.92     6.26       0.22           Ks      IMG      
  HD54879              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD58978              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD60848              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD69648              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD74920              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD76535              1         A-B       20.130.823            319.65    1.64      2827.01    64.44     4.40       0.17           H       IMG      
  HD76535              1         A-B       20.130.823            319.65    1.64      2827.01    64.44     4.32       0.15           Ks      IMG      
  HD91969              0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD92206AB            1         Aa-Ab     20.111.846            359.52    9.05      32.70      15.16     4.07       0.20           H       SAM      
  HD92206AB            1         Aa-Ab     20.111.846            359.52    9.05      32.70      15.16     3.77       0.89           Ks      SAM      
  HD92206AB            2         Aa-Ac     20.111.846            133.42    1.24      854.11     19.60     5.10       0.09           H       IMG      
  HD92206AB            2         Aa-Ac     20.111.846            133.42    1.24      854.11     19.60     4.91       0.12           Ks      IMG      
  HD92206AB            3         A-B       2.011.185             89.86     1.12      5347.83    22.50     0.81       0.07           Ks      IMG      
  HD93128              2         A-C       20.111.875            185.52    2.01      3700.00    112.42    5.37       0.17           Ks      IMG      
  HD93128              1         A-B       20.111.875            239.54    1.26      6551.00    87.44     2.11       0.14           Ks      IMG      
  HD93190              1         A-Bb      20.130.850            208.31    1.05      4232.68    23.14     5.45       0.14           H       IMG      
  HD93190              1         A-Bb      20.130.850            208.31    1.05      4232.68    23.14     5.72       0.15           Ks      IMG      
  HD93190              2         A-Ba      20.130.850            206.01    1.11      4233.96    36.26     5.31       0.20           H       IMG      
  HD93190              2         A-Ba      20.130.850            206.01    1.11      4233.96    36.26     5.43       0.11           Ks      IMG      
  #CPD$-$59\degr2603   1         A-B       20.139.943            144.84    2.96      3.68       0.15      1.48       0.02           H       PIO      
  #CPD$-$59\degr2603   1         A-B       20.141.501            134.66    8.78      3.43       0.42      1.46       0.10           H       PIO      
  HDE306097            1         A-B       20.130.850            115.44    9.19      37.80      6.23      1.03       0.10           H       SAM      
  HDE306097            1         A-B       20.130.850            115.44    9.19      37.80      6.23      1.08       0.10           Ks      SAM      
  HD100099             1         A-B       20.124.628            123.54    4.29      870.80     63.51     4.19       0.38           Ks      IMG      
  HD100213             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD100444             1         A-B       20.124.629            221.09    1.49      3913.84    75.35     3.55       0.23           Ks      IMG      
  HD101191             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD101223             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD101298             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD101413             1         A-B       20.141.501            119.24    8.31      3.49       0.41      1.45       0.12           H       PIO      
  HD101413             1         A-B       20.142.565            122.41    17.63     4.09       0.79      1.35       0.28           H       PIO      
  HD101413             2         A-C       20.111.849            122.77    7.99      53.62      7.58      2.59       0.13           H       SAM      
  HD101413             2         A-C       20.111.849            122.77    7.99      53.62      7.58      2.62       0.11           Ks      SAM      
  HD101413             3         A-D       20.111.849            80.53     1.68      1773.53    41.74     4.57       0.16           H       IMG      
  HD101413             3         A-D       20.111.849            80.53     1.68      1773.53    41.74     4.39       0.27           Ks      IMG      
  HD104631             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD110432             0         n/a       n/a                   n/a       n/a       n/a        n/a       n/a        n/a            n/a              
  HD152234             1         A-B       n/a                   -999.00   -999.00   500.00     -999.00   2.30       -999.00        V       MAS98    
  HD152234             1         A-B       20.061.945            75.30     -999.00   513.00     -999.00   2.30       -999.00        n/a     MAS09    
  HD152234             2         A-C       n/a                   -999.00   -999.00   5500.00    -999.00   8.20       -999.00        V       MAS98    
  HD152234             3         Aa-Ab     20.116.033            153.20    65.49     0.88       1.17      1.91       0.96           H       PIO      
  HD168137             1         Aa-Ab     20.132.496            156.08    0.63      6.32       0.23      0.29       0.09           H       PIO      
